ID,Nombre,Dirección,Descripción,Puntuación,Usuarios que puntuaron,Ciudad,Departamento,Teléfono,Sitio Web,Búsqueda,Categoría
e6d0cf44-9313-44f7-8f03-cda8e91fae91,Chinchina caldas,"Cl5bis 09-09, Cra. 5 #1418",Sociedad de viviendas,"4,7",(89),Chinchiná,Caldas,N/A,N/A,"Carnicos, Caldas, Chinchiná",Otros
17894e3f-077e-4038-98c8-91bda42cf9f7,"Super Carnicos Popayán,somos un emprendimiento Familiar.",318 3813998,N/A,"4,6",(5),Popayán,Cauca,318 3813998,N/A,"Carnicos, Cauca, Popayán",Otros
4921e19e-11d7-4b24-a5eb-65593fb3a300,Cárnicos La Frescura,321 5488995,Carnicería,"5,0",(1),Popayán,Cauca,321 5488995,N/A,"Carnicos, Cauca, Popayán",Cárnicos
3e495323-a675-49b3-a064-9e222fc89556,Carnes La Payanesa,(602) 8240401,Carnicería,"5,0",(4),Popayán,Cauca,(602) 8240401,N/A,"Carnicos, Cauca, Popayán",Otros
e7057e9e-fc9b-4094-ae1b-b91dd47c4866,Caoz Mediterráneo Cárnicos,314 2385700,Carnicería,N/A,N/A,Popayán,Cauca,314 2385700,N/A,"Carnicos, Cauca, Popayán",Cárnicos
f72b6bfe-30c7-425a-8e5a-81eae80733fc,Lacteos Y Carnicos,,N/A,"4,0",(1),Popayán,Cauca,N/A,N/A,"Carnicos, Cauca, Popayán",Otros
12013e56-8433-41b9-846f-5ac37ba2dd75,DistriCarnes Diego,Cl 5 #1727,Carnicería,"4,5",(47),Popayán,Cauca,310 5445818,N/A,"Carnicos, Cauca, Popayán",Otros
f1a4c754-d443-427b-8c5c-4a65c1d6e581,LA ESPAÑOLA carniceria popayán,314 7292055,Carnicería,N/A,N/A,Popayán,Cauca,314 7292055,N/A,"Carnicos, Cauca, Popayán",Otros
47363acb-c926-457f-9452-42fc6cf4aa37,LACTOCÁRNICOS/ Sede Ciudad Jardín,315 0523232,Suministro y fabricación de alimentos,N/A,N/A,Popayán,Cauca,315 0523232,N/A,"Carnicos, Cauca, Popayán",Cárnicos
ab641eb6-c87e-496a-8b10-49cff9350d69,Carnecol Bellavista,321 2482769,Supermercado,"3,9",(153),Popayán,Cauca,321 2482769,N/A,"Carnicos, Cauca, Popayán",Otros
d4635d0e-ab2a-4f82-b6a2-64a3c5463e0f,Carnes El Purino,28368313,Carnicería,"3,7",(11),Popayán,Cauca,28368313,N/A,"Carnicos, Cauca, Popayán",Otros
fa7dda23-a284-4af6-81a4-ea83d2c8088a,Carnecol La Paz,Cierra pronto ⋅ 8 p. m. ⋅ Abre a las 8 a. m. del mié,N/A,"3,8",(40),Popayán,Cauca,N/A,N/A,"Carnicos, Cauca, Popayán",Otros
221cd616-93bc-44d5-9681-40dff776cf9e,La Aurora Carnes - Sede Principal,315 7530875,Carnicería,"5,0",(3),Popayán,Cauca,315 7530875,N/A,"Carnicos, Cauca, Popayán",Otros
a2178985-62ef-4da9-868f-f2dd04b6a68c,Expendio de carnes Rica carnes,311 3127941,Carnicería,"5,0",(19),Santander de Quilichao,Cauca,311 3127941,N/A,"Carnicos, Cauca, Santander de Quilichao",Otros
30cdf6ad-7046-4737-a158-a34cd5348ed9,Cebu Quilichao,"# a 1-95, Cra. 10 #11",N/A,"4,1",(16),Santander de Quilichao,Cauca,N/A,N/A,"Carnicos, Cauca, Santander de Quilichao",Otros
20d7dbeb-48db-475e-88d2-287fdc46e9df,Quilicarnes Cebu,Tienda de alimentación,N/A,"5,0",(2),Santander de Quilichao,Cauca,0118291627,N/A,"Carnicos, Cauca, Santander de Quilichao",Otros
c3e0ecbe-ff86-4cb3-a3d0-619b1b96a39f,Central de Alimentos,28293883,Cooperativa agropecuaria,"4,4",(88),Santander de Quilichao,Cauca,28293883,N/A,"Carnicos, Cauca, Santander de Quilichao",Otros
2bc33fde-88fa-4bb1-8b69-cc7675b54772,Carnecol,No hay reseñas,N/A,N/A,N/A,Santander de Quilichao,Cauca,N/A,N/A,"Carnicos, Cauca, Santander de Quilichao",Otros
40f95111-6f98-4928-9b65-8ba456e01267,CASA AGRICOLA DEL CAUCA,315 3002978,Comercio,"3,8",(5),Santander de Quilichao,Cauca,315 3002978,N/A,"Carnicos, Cauca, Santander de Quilichao",Otros
e2e9d02c-72c5-4515-a092-9aa5204e31fa,Carnecol,310 6531702,Carnicería,"4,5",(72),Montería,Córdoba,310 6531702,N/A,"Carnicos, Córdoba, Montería",Otros
cfd2dc15-6f4d-4f92-b032-a1ccd192c95b,Alimentos Cárnicos Montería.,Cerrado ⋅ Abre a las 9 a. m. del mié,Oficinas de empresa,"4,7",(3),Montería,Córdoba,N/A,N/A,"Carnicos, Córdoba, Montería",Cárnicos
1c8c5dd5-1edf-4a38-93d2-e8a88ddd526e,Carnes Santa Maria,Cl. 41a #1c-7,Carnicería,"4,5",(114),Montería,Córdoba,311 3430396,N/A,"Carnicos, Córdoba, Montería",Otros
23d58164-c70d-4b54-9d5d-32c98361ced3,Porcicarnes Montería,Cl. 14 #8A - 76,Carnicería,"4,6",(318),Montería,Córdoba,310 3700320,N/A,"Carnicos, Córdoba, Montería",Otros
b77098eb-6f6e-4147-aae2-a9b6c35d5cd2,Frigocarnes,Cl. 34 ##612,Carnicería,"4,8",(37),Montería,Córdoba,47810404,N/A,"Carnicos, Córdoba, Montería",Otros
a8b5472b-e4f5-464c-ae98-bca7495ac1bb,Mercarnes El Sur,322 6527575,Carnicería,"4,1",(84),Montería,Córdoba,322 6527575,N/A,"Carnicos, Córdoba, Montería",Otros
70e3204f-230c-4141-905e-60a4747a9eb8,Super carnes jh Montería,323 4066703,Carnicería,"4,6",(10),Montería,Córdoba,323 4066703,N/A,"Carnicos, Córdoba, Montería",Otros
6ceb7261-736b-41e9-922c-e4a89196ab15,Frigosinu S.A.,Cl. 29A #36ª-54,Mercado ganadero,"4,2",(217),Montería,Córdoba,320 5682437,N/A,"Carnicos, Córdoba, Montería",Otros
4551f134-ee67-4d52-8269-4a3c7e3519c9,Central de carnes el olímpico,47834468,Carnicería,"4,3",(3),Montería,Córdoba,47834468,N/A,"Carnicos, Córdoba, Montería",Otros
14bbc6e3-5017-41c6-9487-243e656bafba,Alicante Premium Meats,Cl. 30A Oe. # 35 - 79,N/A,N/A,N/A,Montería,Córdoba,316 3845055,N/A,"Carnicos, Córdoba, Montería",Otros
0619b2ec-383c-4daa-8850-cea65f5518f6,Mi carniceria minimarket,314 6947785,Carnicería,"4,7",(11),Cereté,Córdoba,314 6947785,N/A,"Carnicos, Córdoba, Cereté",Otros
b55dd19e-0f12-444d-aa74-e1b7772d1d2b,Mercolanta Cereté,(605) 7746947,Supermercado,"5,0",(15),Cereté,Córdoba,(605) 7746947,N/A,"Carnicos, Córdoba, Cereté",Otros
3c01dc1e-98e3-472c-9ea8-689f42fb8e1f,Súper Carnes Mi Bendición,301 3882828,Carnicería,"5,0",(2),Cereté,Córdoba,301 3882828,N/A,"Carnicos, Córdoba, Cereté",Otros
44f683f4-0b1e-437e-b375-b7f25d1411b9,Alcilindro Steakhouse,Cra. 13 #10-45,N/A,"4,6",(113),Cereté,Córdoba,321 8386652,N/A,"Carnicos, Córdoba, Cereté",Otros
5842aebc-d541-400c-b800-ea7276fccac8,CARNIVOROS CERETE,300 3521553,Restaurante,"4,2",(459),Cereté,Córdoba,300 3521553,N/A,"Carnicos, Córdoba, Cereté",Otros
a0a5fffc-b608-4292-a678-2f7c481ccba2,Al Carbón Gourmet,322 5893299,Restaurante,"4,5",(308),Cereté,Córdoba,322 5893299,N/A,"Carnicos, Córdoba, Cereté",Otros
ff5fdcc6-b468-4232-83bc-5dc40208c66a,CARNÍVOROS RESTAURANTE GRILL,Cl. 14 #21-2,Restaurante,"4,4",(396),Cereté,Córdoba,304 5973860,N/A,"Carnicos, Córdoba, Cereté",Otros
04b16882-2ab0-4345-ae87-59307741e1a9,SUPER CARNES FINAS LA BENDICION,Cl. 15 A #1154,N/A,"5,0",(1),Cereté,Córdoba,N/A,N/A,"Carnicos, Córdoba, Cereté",Otros
3939b0e2-62ed-41a5-b07a-0aa79126df33,Chorizos oscar,320 5352994,Carnicería,N/A,N/A,Cereté,Córdoba,320 5352994,N/A,"Carnicos, Córdoba, Cereté",Otros
09b9bc22-88e8-479a-b4ec-0d92b3848aac,Carnes Lorica sas,314 5324472,Carnicería,"4,1",(7),Lorica,Córdoba,314 5324472,N/A,"Carnicos, Córdoba, Lorica",Otros
739536bb-bfa3-4a00-aa24-126429232424,Porcicarnes Lorica,311 3839165,Carnicería,N/A,N/A,Lorica,Córdoba,311 3839165,N/A,"Carnicos, Córdoba, Lorica",Otros
7895a6ea-ddb7-484b-81df-4a80d5d681cf,Los Productos de Mi Granja,300 8187282,Carnicería,"5,0",(3),Lorica,Córdoba,300 8187282,N/A,"Carnicos, Córdoba, Lorica",Otros
208cea48-7e9b-443d-b29f-43d4fd6aff73,Alimentos Carnicos Fiobar,Cl. 1 #7b,N/A,N/A,N/A,Lorica,Córdoba,324 2748601,N/A,"Carnicos, Córdoba, Lorica",Otros
e09b550d-ca79-4bca-9245-9495525b1451,Distrialimentos del huila,310 2285027,Proveedor mayorista de alimentos,"5,0",(1),Neiva,Huila,310 2285027,N/A,"Carnicos, Huila, Neiva",Otros
0ef2dec5-7157-4ad9-8388-a446dfa2d6d2,Carnes Las Brisas,Cra 5 #17-27 sur,Carnicería,"4,3",(82),Neiva,Huila,(608) 8730019,N/A,"Carnicos, Huila, Neiva",Otros
b59dbc7e-9d95-4744-9b46-3f6568d26d5b,Carnicos Agape,322 2559228,Meat products store,"5,0",(2),Neiva,Huila,322 2559228,N/A,"Carnicos, Huila, Neiva",Otros
b5a56936-1445-44d0-b44a-1b56c59920e3,Cerdihuila,313 8545913,Carnicería,"3,3",(10),Neiva,Huila,313 8545913,N/A,"Carnicos, Huila, Neiva",Otros
c438b7b9-35be-4656-8057-6804e2b36c13,Fresky Criollo,Tienda de aves de corral,N/A,"4,5",(74),Neiva,Huila,88757575,N/A,"Carnicos, Huila, Neiva",Otros
1c238145-e7bc-456c-9f05-b47bf48ed2ff,Carnes Las Brisas Sede Chapinero,316 5225924,Carnicería,N/A,N/A,Neiva,Huila,316 5225924,N/A,"Carnicos, Huila, Neiva",Otros
b613e343-3681-4927-af6c-5f9e38ef81ba,POLLOS SAVICOL NEIVA,13603366,Carnicería,"4,0",(7),Neiva,Huila,13603366,N/A,"Carnicos, Huila, Neiva",Otros
813e4ae8-28c5-4ffa-ba07-207b18227302,Carnes Las Brisas Sede Prado Alto,315 4441147,Carnicería,N/A,N/A,Neiva,Huila,315 4441147,N/A,"Carnicos, Huila, Neiva",Otros
3bf7f5ad-6f08-48b7-b7cd-df91dc744e2e,La Carnicería Parrilla Prado Alto,Cra. 29a #No. 7-34 local 105,Argentina,"4,3",(370),Neiva,Huila,318 2744375,N/A,"Carnicos, Huila, Neiva",Otros
6290c780-ecba-4dfd-93b5-ecd40e3111e8,La Carnicería Parrilla Sede Av. Tenerife,"CALLE 21 CON, Cra. 5 Oe.",Restaurante,"4,1",(301),Neiva,Huila,318 2744375,N/A,"Carnicos, Huila, Neiva",Otros
8b8b7730-15b2-431f-828e-e8a1d94eaf3d,CARNES ANGELO,Carnicería,N/A,"5,0",(1),Neiva,Huila,311 8072920,N/A,"Carnicos, Huila, Neiva",Otros
27a8e670-6c1d-473c-8784-d6ed0259641b,Carnicos La Ulloa | carnes frias | embutidos | charcuteria,312 3374694,Carnicería,"5,0",(3),Neiva,Huila,312 3374694,N/A,"Carnicos, Huila, Neiva",Cárnicos
dd6032f3-9ad5-414c-97bd-ec6f648428a2,INDUSTRIA DE HARINAS CARNICAS DEL HUILA S.A.S,317 6489601,Organización sin ánimo de lucro,"4,4",(5),Neiva,Huila,317 6489601,N/A,"Carnicos, Huila, Neiva",Otros
b402a46c-7d78-4e38-953d-67f379a6145c,CARNES DE LA PEÑA,310 2661247,Carnicería,"4,8",(22),Pitalito,Huila,310 2661247,N/A,"Carnicos, Huila, Pitalito",Otros
44eb8ec1-55e5-4ad6-9021-2560b525b2c5,"Mercarnes, Merkarnes Pitalito",317 5019728,Carnicería,"4,8",(16),Pitalito,Huila,317 5019728,N/A,"Carnicos, Huila, Pitalito",Otros
9831cc4f-b477-4e10-a61a-69f6b9bf7503,Carnes Maduradas Pitalito,314 2272828,Carnicería,"3,0",(2),Pitalito,Huila,314 2272828,N/A,"Carnicos, Huila, Pitalito",Otros
b22610a5-38f8-42d8-a961-efec16468059,Carnes Maduradas en Colombia,310 2602081,Carnicería,"3,0",(1),Pitalito,Huila,310 2602081,N/A,"Carnicos, Huila, Pitalito",Otros
5f16ff35-d512-4540-ba22-0d89be70907c,carnes el cebú,311 4343716,N/A,"5,0",(1),Pitalito,Huila,311 4343716,N/A,"Carnicos, Huila, Pitalito",Otros
f6f3bfd1-d0c8-43f9-8456-f5df1083a8a8,Comercializadora El Imperio Carnes Premium S.A.S,314 4532651,Carnicería,"5,0",(1),Pitalito,Huila,314 4532651,N/A,"Carnicos, Huila, Pitalito",Otros
9284c8e5-2cf6-4f95-bfcb-398f0fdfa46a,Optipollo,Cra. 2 #2-51,N/A,"4,0",(1),Pitalito,Huila,310 8029439,N/A,"Carnicos, Huila, Pitalito",Otros
4f2a9c7d-f1b0-449d-9cb2-1443c0ce3811,Surticarnes Emmanuel Pitalito,313 3333689,Carnicería,N/A,N/A,Pitalito,Huila,313 3333689,N/A,"Carnicos, Huila, Pitalito",Otros
0a81e764-2208-49c3-aa20-c166c6b7e1d3,Distribuidora Laboyana,Cra. 3 #855,Comercio,"4,8",(16),Pitalito,Huila,312 3344931,N/A,"Carnicos, Huila, Pitalito",Otros
27676ad3-4520-486b-aa92-c232ffd2bcb0,Distrinsumos Timaná,316 3108740,Suministro y fabricación de alimentos,N/A,N/A,Pitalito,Huila,316 3108740,N/A,"Carnicos, Huila, Pitalito",Otros
5b96518a-39ce-4a52-ab7d-db46e4cbdd52,Carnes Don Jaime,321 4787657,Carnicería,"3,6",(9),Pitalito,Huila,321 4787657,N/A,"Carnicos, Huila, Pitalito",Otros
91202c24-a5e6-4ba1-b318-941ad2c39609,Carnes el Cebú,310 7749090,N/A,N/A,N/A,Pitalito,Huila,310 7749090,N/A,"Carnicos, Huila, Pitalito",Otros
ddee09b0-2635-4b7f-9314-4f5db510a2f7,El Atajo Sede Principal,Avenida Pastrana #10-05,Restaurante,"4,2",(67),Pitalito,Huila,314 4091823,N/A,"Carnicos, Huila, Pitalito",Otros
dd55f20a-91c7-4731-a077-f1df47d44efe,distribuidora de carnicos los paisas,"5,0(1)",N/A,"5,0",(1),Garzón,Huila,N/A,N/A,"Carnicos, Huila, Garzón",Otros
7c661c33-df33-4f4e-8bf5-ba670a7db021,CARNES FINAS CONSERVADAS Y MADURAS,"5,0(1)",N/A,"5,0",(1),Garzón,Huila,N/A,N/A,"Carnicos, Huila, Garzón",Otros
abd0b8de-5a67-4ab2-b3af-3d045d7318d1,CARNICERÍAS HATO GRANDE,314 5634542,N/A,"5,0",(2),Garzón,Huila,314 5634542,N/A,"Carnicos, Huila, Garzón",Otros
1a0cfc28-ceb4-427f-b4f7-ff2ce91a423b,Carnes Finas El Botalón,313 3799008,Carnicería,"3,0",(2),Garzón,Huila,313 3799008,N/A,"Carnicos, Huila, Garzón",Otros
2cb697d3-102f-4111-8900-596537340211,La Carnicería Parrilla Garzón,Cra. 9 #5-04,Parrilla,"4,5",(4),Garzón,Huila,322 8550101,N/A,"Carnicos, Huila, Garzón",Otros
4c855663-c128-4de0-8112-c0dd1efdeee2,Antojos del huila,Cierra pronto ⋅ 8 p. m. ⋅ Abre a las 8 a. m. del mié,N/A,"4,9",(12),Garzón,Huila,N/A,N/A,"Carnicos, Huila, Garzón",Otros
494072c6-1ccc-4fd2-bfd4-0b3d5cc13186,Del Establo - Carnes y Pescados de Confianza,88334253,Carnicería,"5,0",(2),Garzón,Huila,88334253,N/A,"Carnicos, Huila, Garzón",Otros
7972f3b8-c660-49ca-900a-0de21e93b7a2,Distribuidora de carnicos Mac pollo,314 3696960,Carnicería,N/A,N/A,Garzón,Huila,314 3696960,N/A,"Carnicos, Huila, Garzón",Otros
2e426bb4-ac13-40e1-b8ed-0190ce13933f,Jamones del Huila SAS,414020,N/A,N/A,N/A,Garzón,Huila,321 4681401,N/A,"Carnicos, Huila, Garzón",Otros
b2e91e8f-1a92-4c71-8133-c9c81753ece6,Frigorífico El Establo Garzón Huila,321 8744482,N/A,"4,0",(4),Garzón,Huila,321 8744482,N/A,"Carnicos, Huila, Garzón",Otros
ab0115cb-606c-4b63-8925-3a83becf64e1,carnes finas del corral garzon,311 2264220,N/A,N/A,N/A,Garzón,Huila,311 2264220,N/A,"Carnicos, Huila, Garzón",Otros
5623c729-554b-4494-8a32-eb78dbc1cdb4,CARNES Y CARNES,No hay reseñas,N/A,N/A,N/A,Garzón,Huila,N/A,N/A,"Carnicos, Huila, Garzón",Otros
93f2a7ee-cdf9-4644-8619-e35f2a6c4eb0,Carnes La Decima,No hay reseñas,N/A,N/A,N/A,Garzón,Huila,N/A,N/A,"Carnicos, Huila, Garzón",Otros
f39b56d8-4580-40c7-ab6e-bb5da88a27c9,Carnes La Troncal,301 6839131,N/A,"4,8",(12),Santa Marta,Magdalena,301 6839131,N/A,"Carnicos, Magdalena, Santa Marta",Otros
dbe6dcaf-5f21-4dc3-a90e-a93b86b7d603,CARNICOS MI GRANJA,317 3236256,Carnicería,N/A,N/A,Santa Marta,Magdalena,317 3236256,N/A,"Carnicos, Magdalena, Santa Marta",Otros
3887b209-7e5b-414b-9d17-47b8f4528e67,Carnicos y agricolas san jose,304 4811470,Carnicería,"5,0",(1),Santa Marta,Magdalena,304 4811470,N/A,"Carnicos, Magdalena, Santa Marta",Otros
25d50f2a-de2b-4b19-bdb1-b174e78a0822,Carnecol la 30 y/o MercaFruver Carvajal,Cra 13 # 30-15 Barrio: Las Americas,Carnicería,"4,4",(14),Santa Marta,Magdalena,304 4145082,N/A,"Carnicos, Magdalena, Santa Marta",Otros
16e5fa90-3d18-4b27-948d-0c518d495814,Carnicos La Sevillana,"5,0(1)",N/A,"5,0",(1),Santa Marta,Magdalena,N/A,N/A,"Carnicos, Magdalena, Santa Marta",Otros
87b47c0a-09c8-4314-bf22-c4d316fa0fa3,Carnecol Mayorista,Cl. 12 #8139,Carnicería,"4,3",(160),Santa Marta,Magdalena,304 6379544,N/A,"Carnicos, Magdalena, Santa Marta",Otros
21c662d9-c3b9-4cd9-b6a3-a7b3bfade988,La Carniceria Y Punto,"5,0(2)",N/A,"5,0",(2),Santa Marta,Magdalena,N/A,N/A,"Carnicos, Magdalena, Santa Marta",Otros
0393010d-b5ed-4031-8207-477eb498af76,Alimentos Cárnicos,54215176,Mayorista de carnes,N/A,N/A,Santa Marta,Magdalena,54215176,N/A,"Carnicos, Magdalena, Santa Marta",Cárnicos
fbf97bf0-0a4e-4aa5-b6a3-9c430dbed102,Lacteos y Carnicos Punto fijo 10,54217197,Carnicería,N/A,N/A,Santa Marta,Magdalena,54217197,N/A,"Carnicos, Magdalena, Santa Marta",Otros
36c39d07-3e8b-460c-aa3b-5d0877c7fbe0,Surti Carnes Arias,"5,0(2)",N/A,"5,0",(2),Santa Marta,Magdalena,N/A,N/A,"Carnicos, Magdalena, Santa Marta",Otros
b691f858-43a4-4e8e-8840-dce61819df54,Distribuidora de carnes Carnicas la 30,Cerrado ⋅ Abre a las 6 a. m. del mié,N/A,"4,5",(11),Santa Marta,Magdalena,N/A,N/A,"Carnicos, Magdalena, Santa Marta",Otros
8de8102e-235a-4382-bd96-d8b6690d0705,Frigorodeo Bavaria,Ferrocaril #24-19,Carnicería,"4,1",(69),Santa Marta,Magdalena,54215216,N/A,"Carnicos, Magdalena, Santa Marta",Otros
b4db2a81-8a19-4837-bf51-e7dde9e7f43f,Carnicería Carnesam,313 5763780,Carnicería,"5,0",(1),Santa Marta,Magdalena,313 5763780,N/A,"Carnicos, Magdalena, Santa Marta",Otros
5a39c75b-7a55-476c-a80e-3502a4257c2c,Districarnes El Corral,323 3447115,Carnicería,"4,8",(4),Santa Marta,Magdalena,323 3447115,N/A,"Carnicos, Magdalena, Santa Marta",Otros
152901b9-ae5e-4822-b45d-1a3e68a50034,Expendio De Carne,"4,0(1)",N/A,"4,0",(1),Fundación,Magdalena,N/A,N/A,"Carnicos, Magdalena, Fundación",Otros
2bcd9a09-11a4-4a1a-a44c-af3a071b7f1f,Carnes Mil Carnes,Cerrado ⋅ Abre a las 4 a. m. del mié,N/A,"4,5",(2),Fundación,Magdalena,N/A,N/A,"Carnicos, Magdalena, Fundación",Otros
d24dcea0-d158-43c7-9b2a-383a25517c86,Carnes La Granja,No hay reseñas,N/A,N/A,N/A,Fundación,Magdalena,N/A,N/A,"Carnicos, Magdalena, Fundación",Otros
218fe37d-dd70-4789-9a1b-095190ce13ba,frigomagdalena f.j.m,311 8547255,Carnicería,"3,0",(2),Fundación,Magdalena,311 8547255,N/A,"Carnicos, Magdalena, Fundación",Otros
2595fd51-0532-4fab-b4f9-ac055c780d70,Fundación magdalena,No hay reseñas,N/A,N/A,N/A,Fundación,Magdalena,N/A,N/A,"Carnicos, Magdalena, Fundación",Otros
cfe9464a-bce9-48b9-821f-a9e1aa9a6715,Carnes Danny SAS,Cra. 38 #26c-72,Carnicería,"4,4",(306),Villavicencio,Meta,320 4888503,N/A,"Carnicos, Meta, Villavicencio",Otros
e3799443-7b3f-4436-8be2-476bbb8f248b,CARNICOS EDIMAR,322 2385915,Carnicería,"5,0",(2),Villavicencio,Meta,322 2385915,N/A,"Carnicos, Meta, Villavicencio",Otros
fffa3e7f-ac38-4dae-840e-6de3ac0948da,Carnes Samfel,318 8341583,Carnicería,"3,0",(2),Villavicencio,Meta,318 8341583,N/A,"Carnicos, Meta, Villavicencio",Otros
5bcef874-073b-4a7c-80b1-ac045ace688b,Carnes Juliana,"Cl. 38a #17 Este, Cra. 17 B Este #2 96 a",Carnicería,"4,3",(23),Villavicencio,Meta,311 2579093,N/A,"Carnicos, Meta, Villavicencio",Otros
65a678c7-1261-4ff6-870f-d5fa5ec14a59,Meta Premium Beef,Cl. 27 #45 - 248,Carnicería,"5,0",(3),Villavicencio,Meta,321 9597818,N/A,"Carnicos, Meta, Villavicencio",Otros
708446c7-b86e-4235-af0f-761549f017f6,carnicos gaona,320 4517643,Carnicería,N/A,N/A,Villavicencio,Meta,320 4517643,N/A,"Carnicos, Meta, Villavicencio",Otros
9799971f-951a-48d4-b06b-b6f1c14a0c2b,Chorillano,310 2813790,Supermercado,"4,2",(182),Villavicencio,Meta,310 2813790,N/A,"Carnicos, Meta, Villavicencio",Otros
19634cfa-4d59-46f1-8f5d-bbadf75ff6c2,Agrobeef,Cl. 19 Sur #44-28,N/A,"5,0",(1),Villavicencio,Meta,321 4354688,N/A,"Carnicos, Meta, Villavicencio",Otros
4e910a1e-2200-4b45-affd-b870575bc675,Distribuidora De Cárnicos El Pollo Llanero,Tv. 25b #1202,N/A,"4,0",(1),Villavicencio,Meta,N/A,N/A,"Carnicos, Meta, Villavicencio",Cárnicos
3b131d81-cb42-4254-a72c-c21a0f148745,Pollos Savicol - Villavicencio,(601) 3603366,Carnicería,"3,8",(10),Villavicencio,Meta,(601) 3603366,N/A,"Carnicos, Meta, Villavicencio",Otros
1ea51555-6668-4771-bfb1-e0e3d767e4c8,DISTRIBUIDORA DE CARNES JUAN.NY,313 8243994,Carnicería,"5,0",(3),Villavicencio,Meta,313 8243994,N/A,"Carnicos, Meta, Villavicencio",Otros
26a17f78-5eea-47e7-b9fc-e7e9795d5e9a,Salsamentaria y Distribuidora DANISA,311 8441049,Comercio,"5,0",(3),Villavicencio,Meta,311 8441049,N/A,"Carnicos, Meta, Villavicencio",Otros
42cde012-d54b-4aef-9c9c-ca7749fc16a0,Pescadería y carnicos jireh,311 2779116,Supermercado,"4,5",(37),Villavicencio,Meta,311 2779116,N/A,"Carnicos, Meta, Villavicencio",Otros
9faa341f-47b9-4825-8605-62c80eb54b38,Comercializadora de Carnes El Caleño,313 4941125,Carnicería,"4,1",(9),Villavicencio,Meta,313 4941125,N/A,"Carnicos, Meta, Villavicencio",Otros
e4291c88-8e08-4c11-a5cc-7e256a6faec0,CARNES SANTA RES,305 9262965,Carnicería,"5,0",(2),Acacías,Meta,305 9262965,N/A,"Carnicos, Meta, Acacías",Otros
27852228-365d-4c1d-8d15-e86e4dee5e76,DISTRICARNES ACACÍAS LA 36,"5,0(2)",N/A,"5,0",(2),Acacías,Meta,N/A,N/A,"Carnicos, Meta, Acacías",Otros
2d20bf31-a8e7-4f33-b912-8be077645679,La Carnicería,Carnicería,N/A,"5,0",(1),Acacías,Meta,N/A,N/A,"Carnicos, Meta, Acacías",Otros
18f625b5-36f0-4ed3-827f-7c84f942f928,Carlitos Food,313 4816626,Comida rápida,"4,5",(31),Acacías,Meta,313 4816626,N/A,"Carnicos, Meta, Acacías",Otros
86677647-e14b-4e9c-a43a-04453a78b8b3,Quesera La Estrella,311 2767306,Comercio,"4,4",(11),Acacías,Meta,311 2767306,N/A,"Carnicos, Meta, Acacías",Otros
4702922c-6e52-4935-bbf5-40c80812d7eb,Districarnes el Corral,314 8920232,N/A,N/A,N/A,Acacías,Meta,314 8920232,N/A,"Carnicos, Meta, Acacías",Otros
efe5a766-ad17-4397-9b25-33a5377e1164,Carnes Santa Rosa,315 5838050,Carnicería,"4,8",(28),Pasto,Nariño,315 5838050,N/A,"Carnicos, Nariño, Pasto",Otros
0cc548fe-2281-4e36-b3e0-691729435232,Productos Cárnicos Sevilla,27334833,Carnicería,"4,5",(44),Pasto,Nariño,27334833,N/A,"Carnicos, Nariño, Pasto",Cárnicos
a038d23f-1f84-46f3-a7be-57fd32d131d7,Surticarnes Panamericana,Av. Panamericana,Carnicería,"4,4",(167),Pasto,Nariño,317 4062708,N/A,"Carnicos, Nariño, Pasto",Otros
51c4f941-bc4b-4622-881b-b9af66375c26,Nutrialimentos Cárnicos Pasto - Chile,316 2538673,Carnicería,"5,0",(1),Pasto,Nariño,316 2538673,N/A,"Carnicos, Nariño, Pasto",Cárnicos
f258ca35-9884-42df-ab9f-383a1b02d4b4,Surticarnes Panamericana Champagnat,317 4062708,Carnicería,"5,0",(1),Pasto,Nariño,317 4062708,N/A,"Carnicos, Nariño, Pasto",Otros
f0195a26-ad5e-43ff-af80-2582169a68c1,Productos Carnicos Sevilla,"5,0(1)",N/A,"5,0",(1),Pasto,Nariño,N/A,N/A,"Carnicos, Nariño, Pasto",Otros
8304699d-2c2f-4bc1-95de-72b2adb7be82,RESTAURANTE CARNE,316 5601214,Restaurante,"4,2",(2.709),Pasto,Nariño,316 5601214,N/A,"Carnicos, Nariño, Pasto",Otros
bbad5324-73e8-4ad1-a661-4d19e734cff9,Cerdos Cali,27306021,Carnicería,"4,1",(25),Pasto,Nariño,27306021,N/A,"Carnicos, Nariño, Pasto",Otros
01e0d63f-1e5f-48d0-b722-4399ed1c3d2d,Porkilandia,+52 315 582 2270,Mayorista de carnes,"3,6",(18),Pasto,Nariño,+52 315 582 2270,N/A,"Carnicos, Nariño, Pasto",Otros
4c4b5c7e-6b1c-4160-b12a-3d318108a39f,Grupo Cárnicos Estefany SAS,7377168,Carnicería,"5,0",(1),Pasto,Nariño,7377168,N/A,"Carnicos, Nariño, Pasto",Cárnicos
1552e410-504a-47b5-9eba-2b800d14d362,Productos cárnicos Sevilla,"5,0(1)",N/A,"5,0",(1),Pasto,Nariño,N/A,N/A,"Carnicos, Nariño, Pasto",Cárnicos
